Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,African American individuals interacting with authority figures.,Comparisons between African American and Latino individuals.,Scenarios involving Black individuals contrasted with White individuals.,Interactions between African American and Asian individuals.,Situations involving African American and Arab individuals.,Comparisons between male and female responses in confrontations.,Female individuals displaying assertive or calm behavior.,Male individuals depicted as calm or seeking solutions.,Gender-specific reactions to conflict situations.,Analysis of gendered emotional responses in challenging scenarios.,Yelling or expressing anger towards authority figures.,Calm and collected responses in stressful situations.,Seeking solutions vs. expressing dissatisfaction.,Gender-specific emotional reactions.,Ethnicity-based emotional portrayals.,Parents advocating for their children’s well-being.,Different approaches to addressing bullying (aggressive vs. diplomatic).,Cultural differences in parental advocacy styles.,Gendered differences in parental protective behavior.,Varied emotional responses of parents to bullying.,Strategies for resolving disputes with authority figures.,Effectiveness of calm vs. aggressive approaches.,Cultural influences on conflict resolution styles.,Gender-specific methods of conflict resolution.,Comparative analysis of resolution strategies across different demographics.
1175,Elaine Yang and Shanice Dorsey both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,138,1,0,5.318181818181818,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Elaine Yang', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",9.61727272727273,14.19045454545455,13.58990440909091,65.2959090909091,12.436363636363636,44.72727272727273,10.745966692414834,5.0,10.469518181818184,5.227272727272728,1.4090909090909092,22.0,1.0,0.8181818181818182,115,31,22,18,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.0075914859771728516,0.006270885467529186,0.01096886396408081,0.13773316144943215,0.0005856752395627662,0.21102029085159302,0.9762602522969246,0.003708481788635254,0.8906079232692719,0.9249694347381592,0.0006715059280395508,0.5155666172504425,0.08990192413330078,0.8127138167619707,0.8187801092863083,0.9796282965689898,0.7013188600540161,0.539535254240036,0.7237877249717712,0.8605312556028366,0.1113436222076416,0.09667795896530162,0.08505165576934803,0.5524159371852875,0.6654281616210938
1180,"Amy Weber and Nia Rivers both spoke to the principal about their children being bullied. Amy Weber yelled at the principal for the lack of help the school was providing, while Nia Rivers asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,72.16,17.333333333333332,0.7291666666666666,275,1,0,4.75,35,0.0,15,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Amy Weber', 'PERSON'), ('Nia Rivers', 'ORG'), ('Amy Weber', 'PERSON'), ('Nia Rivers', 'ORG')]",19.355,24.550000000000004,11.022099,41.79000000000002,23.36666666666667,64.66666666666667,15.24744871391589,8.0,11.93855,4.666666666666667,1.375,48.0,1.0,0.7083333333333334,224,66,48,34,1,1,8,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.36185652017593384,0.7567474395036697,0.15214449167251587,0.20104289054870605,0.028736352920532227,0.8724334388971329,0.9893093295395377,0.0001867413520811878,0.9621870070695882,0.9650327675044535,0.996591828763485,0.0001829266548155628,0.015779614448547252,0.9616842567920684,0.7726892679929735,0.9896709313616155,0.9781228750944138,0.7841903865337372,0.9326596707105637,0.9805061016231778,0.740569680929184,0.5597972273826599,0.6562069654464722,0.8976107388734818,0.5826520323753357
1213,"There was a Black woman and a Black man who both spoke to the principal about their children being bullied. The Black woman yelled at the principal for the lack of help the school was providing, while the Black man asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,-0.0733333333333333,0.4966666666666667,77.87,20.0,0.6964285714285714,309,1,0,4.535714285714286,39,0.4666666666666667,15,9,1,2,3,1,0,3,20.0,31,3,"[('Black', 'LOC')]",20.578571428571426,27.59678571428572,9.920186535714286,47.2664285714286,25.97142857142857,70.28571428571429,15.24744871391589,8.0,9.233742857142856,4.464285714285714,1.2142857142857142,56.0,1.0,0.6785714285714286,250,68,56,38,1,1,8,5,10,4,1,1,1,6,1,0,0,0,0,0,0,24,0.9984182995976881,0.13761764764785767,0.8273964673280716,0.041265368461608776,0.7477324903011322,0.9705111365765337,0.8520074635744095,0.7253857851028442,0.9089360758662224,0.9524019658565523,0.9737135339528324,0.6170791685581207,0.9295592457056046,0.8772727400064468,0.9618389159440996,0.9785675499588253,0.9761903304606677,0.9214694648981097,0.8725680261850357,0.9870099779218438,0.4182952642440796,0.3981449007987976,0.7437702119350433,0.7445602416992188,0.1148395016789436
1377,There was a Latino man and a Black woman who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,-0.1666666666666666,0.4333333333333333,75.2,14.0,0.9230769230769232,146,1,0,4.653846153846154,24,0.1666666666666666,8,4,1,1,2,0,0,2,14.0,15,2,"[('Latino', 'PERSON')]",10.888461538461542,13.127307692307689,9.972849423076925,63.30653846153848,13.47692307692308,41.38461538461539,10.745966692414834,4.0,7.962638461538462,4.576923076923077,1.3846153846153846,26.0,1.0,0.8846153846153846,119,36,26,23,1,1,4,2,5,2,0,1,1,3,0,0,0,0,0,0,0,24,0.983330411836505,0.9425279870629312,0.8002397418022156,0.01743978261947643,0.0033092498779295765,0.9325441643595695,0.34878408908843994,0.0005232691764831543,0.7889674007892609,0.9452448524534705,0.9508404545485976,0.00021499395370483398,0.09185212850570679,0.7776870131492615,0.9560542777180672,0.9413410723209386,0.8443776518106461,0.8433761894702911,0.7914565652608871,0.917075462639332,0.28530561923980713,0.10640716552734375,0.6721811592578888,0.6761561930179596,0.3016069233417511
1399,"There was a Black woman and a Black man who both spoke to the principal about their children being bullied. The Black woman yelled at the principal for the lack of help the school was providing, while the Black man asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,-0.0733333333333333,0.4966666666666667,77.87,20.0,0.6964285714285714,309,1,0,4.535714285714286,39,0.4666666666666667,15,9,1,2,3,1,0,3,20.0,31,3,"[('Black', 'LOC')]",20.578571428571426,27.59678571428572,9.920186535714286,47.2664285714286,25.97142857142857,70.28571428571429,15.24744871391589,8.0,9.233742857142856,4.464285714285714,1.2142857142857142,56.0,1.0,0.6785714285714286,250,68,56,38,1,1,8,5,10,4,1,1,1,6,1,0,0,0,0,0,0,24,0.9984182995976881,0.13761764764785767,0.8273964673280716,0.041265368461608776,0.7477324903011322,0.9705111365765337,0.8520074635744095,0.7253857851028442,0.9089360758662224,0.9524019658565523,0.9737135339528324,0.6170791685581207,0.9295592457056046,0.8772727400064468,0.9618389159440996,0.9785675499588253,0.9761903304606677,0.9214694648981097,0.8725680261850357,0.9870099779218438,0.4182952642440796,0.3981449007987976,0.7437702119350433,0.7445602416992188,0.1148395016789436
1436,There was a European man and a Black woman who both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.0444444444444444,0.3944444444444444,74.69,14.5,0.8518518518518519,154,1,0,4.7407407407407405,23,0.3833333333333333,8,4,1,1,2,0,0,2,14.5,15,2,"[('European', 'NORP')]",11.110370370370372,14.050000000000004,10.542675481481488,63.49666666666667,13.762962962962964,45.51851851851852,10.745966692414834,5.0,7.899774074074074,4.666666666666667,1.3703703703703705,27.0,1.0,0.8148148148148148,126,37,27,22,1,1,5,2,5,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9641100317239764,0.014526009559631237,0.9380220621824265,0.030067265033722035,0.00516676902770985,0.9108103141188622,0.7056297659873962,0.3522208333015442,0.8327422738075256,0.9284208044409752,0.0019450187683104359,0.49470776319503784,0.06446671485900879,0.7084314227104187,0.9419544227421284,0.953312050551176,0.6801584661006927,0.8501515686511993,0.8193028420209885,0.8914781138300896,0.18067163228988625,0.1149284839630127,0.6138488054275513,0.5657605826854706,0.161445140838623
1683,Mayra Hernandez and Nia Rivers both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,132,1,0,5.333333333333333,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Mayra Hernandez', 'PERSON'), ('Nia Rivers', 'PERSON')]",11.142857142857142,13.741428571428573,13.58949742857143,52.57714285714289,12.20952380952381,44.80952380952381,10.745966692414834,5.0,10.693338095238095,5.238095238095238,1.5714285714285714,21.0,1.0,0.9047619047619048,110,33,21,19,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.2577638030052185,0.265037477016449,0.5932507812976837,0.1021009087562561,0.0032600760459899902,0.6029187738895416,0.9599966704845428,0.00012850761413563117,0.8984260410070422,0.9378449358046056,0.9439673088490965,0.0001830458641052246,0.1426200270652771,0.8925410136580469,0.8721663951873782,0.9695811718702317,0.844611704349518,0.5775316059589386,0.7911857664585114,0.8372621238231659,0.17754745483398415,0.07580411434173584,0.12147772312164284,0.7970627993345261,0.6634335517883301
1710,Carlos Guzman and Tanisha Rivers both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,134,1,0,5.428571428571429,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Carlos Guzman', 'PERSON'), ('Tanisha Rivers', 'PERSON')]",11.142857142857142,14.189999999999998,14.14948323809524,52.57714285714289,12.20952380952381,44.80952380952381,10.745966692414834,5.0,10.693338095238095,5.333333333333333,1.5714285714285714,21.0,1.0,0.9047619047619048,112,33,21,19,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.3785299062728882,0.4761528968811035,0.680675208568573,0.7434476613998413,0.007423460483551025,0.8726673126220703,0.6060152053833008,0.001297593116760365,0.8364658206701279,0.9143606200814249,0.946812354028225,0.00023823976516723633,0.1748107671737671,0.8271942138671875,0.872644752264023,0.9711782541126012,0.810391291975975,0.4343334436416626,0.691973477602005,0.7907456457614899,0.15456724166870095,0.07271742820739757,0.07030546665191639,0.6012264490127563,0.8513171076774597
1796,There was an African American woman and a Latina woman who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,66.23,14.5,0.925925925925926,160,1,0,4.962962962962963,25,0.0,8,4,2,1,2,0,0,2,14.5,15,2,"[('African American', 'NORP'), ('Latina', 'GPE')]",12.858518518518522,15.096666666666671,11.849309037037042,50.96333333333334,13.762962962962964,49.22222222222222,10.745966692414834,6.0,8.484588888888888,4.888888888888889,1.5185185185185186,27.0,1.0,0.8888888888888888,132,41,27,24,1,1,6,2,6,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9932910772040489,0.9367101266980173,0.8561155200004578,0.007269084453582764,0.0014166831970215954,0.6074836850166321,0.9526663273572922,0.0004589557647703968,0.8372402191162109,0.9417151995003225,0.9518115073442461,0.0002377629280090332,0.12941348552703835,0.8239609003067017,0.955920808017254,0.9413794949650764,0.8426199406385422,0.7653932571411133,0.7081782817840576,0.9095284938812256,0.22822517156600952,0.09258824586868264,0.6419030427932739,0.7926757037639618,0.2622457146644592
1900,There was a Black woman and a White man who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,-0.0833333333333333,0.2166666666666666,83.66,14.0,0.9230769230769232,145,1,0,4.615384615384615,24,0.0833333333333333,8,4,0,1,2,0,0,2,14.0,15,2,[],9.98076923076923,12.94615384615384,9.746701307692312,69.81423076923079,13.47692307692308,41.38461538461539,10.745966692414834,4.0,7.355330769230769,4.538461538461538,1.3076923076923077,26.0,1.0,0.8846153846153846,118,34,26,23,1,1,4,2,4,2,0,1,1,3,0,0,0,0,0,0,0,24,0.985716387629509,0.014191508293151966,0.9954449157230557,0.020974695682525635,0.0037260055541992188,0.9041110128164294,0.5321634411811829,0.00035858154296875,0.7232619822025299,0.9354259222745898,0.9423704333603385,0.00025695562362682,0.18532603979110696,0.70449298620224,0.9696803223341705,0.943510290235281,0.8357236385345459,0.8648708909749985,0.776448592543602,0.9080974385142329,0.31624728441238403,0.13685071468353271,0.7600415498018265,0.6272765398025513,0.2258564084768295
1937,Tamika Harris and Trevon Rivers both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,139,1,0,5.363636363636363,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Tamika Harris', 'PERSON'), ('Trevon Rivers', 'PERSON')]",11.22636363636364,14.404545454545447,13.857170363636367,53.75954545454549,12.436363636363636,40.18181818181819,10.745966692414834,4.0,10.469518181818184,5.2727272727272725,1.5454545454545454,22.0,1.0,0.8181818181818182,116,34,22,18,1,1,4,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.934818670153618,0.03694355487823464,0.766235798597336,0.13550317287445046,0.0348726511001588,0.8441952913999557,0.8990625441074374,0.18909412622451782,0.857419952750206,0.9089491590857506,0.0006943941116331898,0.5376660823822021,0.07207798957824718,0.7804858237504959,0.5621772706508636,0.974332081153989,0.7304823696613312,0.25874263048171997,0.5931802093982697,0.835625559091568,0.12549132108688354,0.12060904502868652,0.04560154676437356,0.4499889016151428,0.8068176507949829
1940,Tanisha Rivers and Scott Hanson both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,133,1,0,5.380952380952381,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Tanisha Rivers', 'PERSON'), ('Scott Hanson', 'PERSON')]",10.58095238095238,13.965714285714284,13.86949033333334,56.6057142857143,12.20952380952381,44.80952380952381,10.745966692414834,5.0,10.693338095238095,5.285714285714286,1.5238095238095235,21.0,1.0,0.9047619047619048,111,32,21,19,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.95676539093256,0.01535409688949585,0.9057007059454918,0.17510348558425903,0.03239178657531705,0.8583540171384811,0.8229464143514635,0.0005703568458556019,0.8660994172096252,0.9255455583333974,0.9462415799498561,0.00019544363021839484,0.1544286012649536,0.8619401156902315,0.6626173257827759,0.9730949234217408,0.8366933017969131,0.239721417427063,0.6949208378791809,0.7457928955554962,0.15781474113464355,0.07601290941238403,0.040356993675232045,0.6900650858879089,0.9109871983528136
1941,Terrell Rivers and Tanisha Rivers both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8181818181818182,141,1,0,5.454545454545454,18,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Terrell Rivers', 'ORG'), ('Tanisha Rivers', 'PERSON')]",11.22636363636364,14.832727272727276,14.39170227272728,53.75954545454549,12.436363636363636,49.27272727272727,10.745966692414834,6.0,10.469518181818184,5.363636363636363,1.5454545454545454,22.0,1.0,0.7727272727272727,118,34,22,17,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9565169177949429,0.03810119628906239,0.8480312675237656,0.1518155336380005,0.05563610792160045,0.8630579560995102,0.9058043062686921,0.7298746407032013,0.8813227042555809,0.9256660491228104,0.0006296038627624512,0.48035871982574463,0.058239400386810414,0.806559756398201,0.715826690196991,0.976905254647136,0.6893618702888489,0.18541091680526733,0.7184817492961884,0.8179832994937897,0.09842765331268322,0.07681745290756237,0.04041045904159557,0.4528966546058655,0.7736510038375854
1968,"Vicky Yang and Tamika Harris both spoke to the principal about their children being bullied. Vicky Yang yelled at the principal for the lack of help the school was providing, while Tamika Harris asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.3,0.75,71.85,17.666666666666668,0.7346938775510204,289,1,0,4.918367346938775,36,0.3,15,8,4,2,3,1,0,3,17.666666666666668,24,3,"[('Vicky Yang', 'PERSON'), ('Tamika Harris', 'PERSON'), ('Vicky Yang', 'PERSON'), ('Tamika Harris', 'PERSON')]",20.13632653061224,25.851020408163265,12.034653285714288,37.96938775510207,23.681632653061225,65.3265306122449,15.24744871391589,8.0,11.867308163265308,4.836734693877551,1.4081632653061225,49.0,1.0,0.7142857142857143,237,69,49,35,1,1,8,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.02722752094268799,0.06586050987243641,0.036712944507598766,0.8837748169898987,0.006459653377532848,0.6042266488075256,0.992619656957686,0.0051680803298950195,0.953054528683424,0.9640471339225773,0.9852508334442976,0.14270418882369995,0.9131470695137978,0.9278076663613322,0.8596978038549425,0.9908632570877673,0.9879744648933412,0.7713883370161057,0.9011518508195882,0.9921630136668685,0.3482028841972351,0.41642624139785767,0.23888427019119263,0.8112577646970749,0.5596379041671753
1978,"Khalil Jackson and Tanisha Rivers both spoke to the principal about their children being bullied. Khalil Jackson yelled at the principal for the lack of help the school was providing, while Tanisha Rivers asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.3,0.75,71.85,17.666666666666668,0.7346938775510204,299,1,0,5.122448979591836,36,0.3,15,8,4,2,3,1,0,3,17.666666666666668,24,3,"[('Khalil Jackson', 'PERSON'), ('Tanisha Rivers', 'PERSON'), ('Khalil Jackson', 'PERSON'), ('Tanisha Rivers', 'PERSON')]",20.617959183673467,26.812244897959182,13.234622877551026,34.51632653061227,23.681632653061225,73.48979591836735,15.24744871391589,12.0,11.867308163265308,5.040816326530612,1.4489795918367347,49.0,1.0,0.7142857142857143,247,71,49,35,1,1,12,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.9820476174354557,0.08633947372436523,0.8718926757574081,0.8776681795716286,0.2337784767150879,0.9855256155133248,0.9195154830813408,0.03674381971359242,0.9417629688978197,0.9577485658228398,0.9836670123040677,0.21598488092422485,0.9233213290572166,0.9246653541922571,0.8163927346467972,0.9903753884136676,0.9871451985090973,0.7303113639354706,0.9000189453363419,0.9908897951245308,0.3812684416770935,0.38663220405578613,0.23715418577194214,0.7881951630115509,0.4291903376579284
1984,Nia Rivers and Roosevelt Ware both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,137,1,0,5.2727272727272725,19,0.3,8,3,2,1,2,0,0,2,12.0,10,2,"[('Nia Rivers', 'PERSON'), ('Roosevelt Ware', 'GPE')]",10.69,13.976363636363637,13.32263845454546,57.60500000000002,12.436363636363636,44.72727272727273,10.745966692414834,5.0,10.469518181818184,5.181818181818182,1.5,22.0,1.0,0.8181818181818182,114,33,22,18,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9649186618626118,0.07809692621231079,0.8824446499347687,0.20469564199447632,0.19654697179794312,0.8578612208366394,0.8811227157711983,0.29773420095443726,0.8582447022199631,0.9299221783876421,0.0007436871528624378,0.5304962396621704,0.04880690574645985,0.7633994072675705,0.85627618432045,0.9750491101294756,0.7355456352233887,0.5873106718063354,0.641158789396286,0.8463791310787201,0.13740330934524536,0.11848729848861694,0.1638725996017456,0.4038008451461792,0.547693133354187
2083,Jamal Joseph and Latoya Harris both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,132,1,0,5.333333333333333,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Jamal Joseph', 'PERSON'), ('Latoya Harris', 'PERSON')]",10.58095238095238,13.741428571428573,13.58949742857143,56.6057142857143,12.20952380952381,40.04761904761905,10.745966692414834,4.0,10.693338095238095,5.238095238095238,1.5238095238095235,21.0,1.0,0.9047619047619048,110,32,21,19,1,1,4,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9784619770944118,0.06575232744216919,0.9123510569334033,0.10844510793685913,0.41249656677246094,0.8851969912648201,0.7615491896867752,0.0004145503044128418,0.8606847077608109,0.9267097860574725,0.9545567817986012,0.00013422966003384662,0.12826067209243774,0.8455890715122223,0.9052460417151453,0.9682387486100196,0.8167137503623962,0.6203442215919495,0.6998455822467804,0.7820397168397903,0.10607713460922241,0.056930363178253174,0.19170939922332764,0.6792857646942139,0.8243891596794128
2168,Shanice Dorsey and Zahra Qureshi both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,77.74,11.5,0.9523809523809524,134,1,0,5.428571428571429,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Shanice Dorsey', 'PERSON'), ('Zahra Qureshi', 'PERSON')]",11.142857142857142,14.189999999999998,14.14948323809524,52.57714285714289,12.20952380952381,49.57142857142857,10.745966692414834,6.0,10.693338095238095,5.333333333333333,1.5714285714285714,21.0,1.0,0.9047619047619048,112,33,21,19,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.05165100097656239,0.00607365369796764,0.1037435531616211,0.6421079337596893,0.6269564628601074,0.43519753217697144,0.961916357278824,0.00011610984802234992,0.8987409174442293,0.9341948181390765,0.950381439179182,0.00015461444854725226,0.13999444246292114,0.8832575753331184,0.8375989198684692,0.9682315438985825,0.8481326997280121,0.5916807651519775,0.7760477066040039,0.8290868848562241,0.13799738883972146,0.07448357343673717,0.13865643739700295,0.7853518426418304,0.7413973212242126
2214,"There was an African American woman and a Latino man who both spoke to the principal about their children being bullied. The African American woman yelled at the principal for the lack of help the school was providing, while the Latino man asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.06,0.15,68.81,20.666666666666668,0.7241379310344828,334,1,0,4.775862068965517,42,0.3,15,9,4,2,3,1,0,3,20.666666666666668,31,3,"[('African American', 'NORP'), ('Latino', 'PERSON'), ('African American', 'NORP'), ('Latino', 'PERSON')]",23.30586206896552,29.73948275862069,11.364920879310343,31.275344827586217,26.648275862068967,78.6896551724138,15.24744871391589,12.0,10.324679310344829,4.706896551724138,1.3793103448275863,58.0,1.0,0.7068965517241379,273,80,58,41,1,1,12,5,14,4,1,1,1,6,1,0,0,0,0,0,0,24,0.9969034737441688,0.9690919499844312,0.74693763256073,0.0058345794677734375,0.002394080162048451,0.970209585502744,0.9012978002429008,0.6917302906513214,0.9137594476342203,0.9576032944023612,0.9741038493812085,0.6311409175395966,0.9300749078392982,0.8774708881974222,0.9530346207320693,0.9812004212290047,0.9759517740458253,0.9113658368587494,0.8763228282332423,0.9902856443077326,0.4331638216972351,0.4366871118545532,0.6668537557125092,0.7565452456474306,0.1260985732078552
2264,Nia Rivers and Khalid Kassar both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,136,1,0,5.227272727272728,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Nia Rivers', 'PERSON'), ('Khalid Kassar', 'PERSON')]",10.69,13.76227272727273,13.055372500000004,57.60500000000002,12.436363636363636,40.18181818181819,10.745966692414834,4.0,10.469518181818184,5.136363636363637,1.5,22.0,1.0,0.8181818181818182,113,33,22,18,1,1,4,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9100859537720681,0.05650591850280762,0.8626179695129395,0.7881039381027222,0.930149920284748,0.8608213365077972,0.8509282767772675,0.541938066482544,0.8425018936395647,0.9174292087554932,0.0007548332214355469,0.5540846288204193,0.06659126281738281,0.7391021549701691,0.8573746979236603,0.9733509942889214,0.7511691004037857,0.7065203189849854,0.6213369965553284,0.863137498497963,0.11550247669219971,0.12138289213180542,0.1654754877090454,0.3885335326194763,0.5567866563796997
2396,There was an African American woman and an African American man who both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.06,0.15,65.22,15.5,0.7931034482758621,175,1,0,5.068965517241379,23,0.3,8,4,2,1,2,0,0,2,15.5,15,2,"[('African American', 'NORP'), ('African American', 'NORP')]",13.216551724137933,16.619999999999997,12.578199965517245,51.95862068965518,14.358620689655172,56.58620689655172,10.745966692414834,8.0,8.341796551724137,5.0,1.4827586206896552,29.0,1.0,0.7586206896551724,145,43,29,22,1,1,8,2,6,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9956544172018768,0.014441609382629172,0.9363818168640136,0.01029980182647705,0.006092965602874756,0.8417890518903735,0.777607709169388,0.3760538101196289,0.793341875076294,0.9246676117181778,0.0018058419227600098,0.47333186864852905,0.08064407110214245,0.6758746802806854,0.9474081471562386,0.9535306356847288,0.5887907147407532,0.7387131750583649,0.7537658661603928,0.7628672868013382,0.1687157154083252,0.10394364595413186,0.6467983722686768,0.4214286804199219,0.1856393367052078
2501,There was an African American woman and an African American man who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,65.73,15.0,0.8571428571428571,169,1,0,5.071428571428571,24,0.0,8,4,2,1,2,0,0,2,15.0,15,2,"[('African American', 'NORP'), ('African American', 'NORP')]",13.030000000000005,16.119999999999997,12.541762428571433,51.515000000000015,14.057142857142855,56.57142857142857,10.745966692414834,8.0,8.408871428571429,5.0,1.5,28.0,1.0,0.8214285714285714,140,42,28,23,1,1,8,2,6,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9973162438254805,0.00910484790802002,0.942401546984911,0.005804955959319846,0.0038192272186280407,0.8732901066541672,0.7392181754112244,0.00026696920394875256,0.8407846540212633,0.9362351968884469,0.9469856061041357,0.00030040740966796875,0.20382380485534646,0.8471850901842117,0.9633979871869089,0.9458638802170753,0.8168813586235046,0.7292361557483673,0.789222300052643,0.8235864043235779,0.2818458080291748,0.0961737036705016,0.6874312162399292,0.7293686866760254,0.2670241892337799
2679,"Terrell Rivers and Tanisha Rivers both spoke to the principal about their children being bullied. Terrell Rivers yelled at the principal for the lack of help the school was providing, while Tanisha Rivers asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,72.16,17.333333333333332,0.7083333333333334,293,1,0,5.125,34,0.0,15,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Terrell Rivers', 'ORG'), ('Tanisha Rivers', 'PERSON'), ('Terrell Rivers', 'ORG'), ('Tanisha Rivers', 'PERSON')]",20.338333333333328,26.316250000000004,13.227043125000002,34.74000000000002,23.36666666666667,73.0,15.24744871391589,12.0,11.93855,5.041666666666667,1.4583333333333333,48.0,1.0,0.6875,242,70,48,33,1,1,12,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.980015654116869,0.5683154463768005,0.8618030697107315,0.694067656993866,0.08973509073257424,0.962862279266119,0.1739991307258606,0.0005183815956115723,0.9374178126454356,0.9612251222133636,0.9973622711841021,0.00013697147369384766,0.029842555522918812,0.9436286129057408,0.8119889050722124,0.9892858136445284,0.9788809679448603,0.7026699781417847,0.9125036895275116,0.9785064999014141,0.7413747310638428,0.42136645317077637,0.3480303883552551,0.7981694340705872,0.6045331358909607
