Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,"Yelling as a reaction to stress (e.g., lack of help from the school).",Calm responses in contrast to aggressive reactions.,Gender differences in displaying anger (men vs. women).,Cultural/ethnic expectations around expressing anger.,The consequences of yelling versus calm communication.,Association of specific ethnicities with anger or aggression.,"Stereotyping based on perceived cultural norms (e.g., African American women).",Comparing calmness or aggression between different ethnic groups.,Implicit biases in judging emotional responses based on ethnicity.,Influence of racial dynamics on expectations of behavior.,"Gendered expectations in handling conflict (e.g., men speaking calmly, women yelling).",Societal pressures on women to express or suppress emotions.,Comparison between male and female responses to authority figures.,The impact of gender stereotypes on perceived professionalism.,Intersection of gender and race in communication styles.,Differences in advocacy styles based on cultural or ethnic backgrounds.,The role of assertiveness versus politeness in parental advocacy.,Varying levels of directness or confrontation in seeking help.,Effectiveness of different communication strategies in advocacy.,Perception of parental concern based on their approach (calm vs. confrontational).,"Responses to perceived authority (e.g., principal) in conflict situations.",Differences in approach towards authority figures by race/gender.,Expectations of respect or deference in interactions with authority.,Power imbalances in school-related conflicts.,The role of authority figures in mediating conflicts between parents.
1175,Elaine Yang and Shanice Dorsey both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,138,1,0,5.318181818181818,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Elaine Yang', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",9.61727272727273,14.19045454545455,13.58990440909091,65.2959090909091,12.436363636363636,44.72727272727273,10.745966692414834,5.0,10.469518181818184,5.227272727272728,1.4090909090909092,22.0,1.0,0.8181818181818182,115,31,22,18,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9933655858039856,0.7469801902770996,0.9043164253234863,0.793609082698822,0.9885364770889282,0.5763320922851562,0.7863385677337646,0.7433469891548157,0.4921651780605316,0.8500982522964478,0.8269596099853516,0.9635695219039917,0.7372444868087769,0.6411617994308472,0.07652075588703156,0.24377675354480743,0.21706177294254303,0.11744055896997452,0.46058931946754456,0.49956586956977844,0.044180795550346375,0.1774512529373169,0.5992520451545715,0.649150550365448,0.2093978226184845
1180,"Amy Weber and Nia Rivers both spoke to the principal about their children being bullied. Amy Weber yelled at the principal for the lack of help the school was providing, while Nia Rivers asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,72.16,17.333333333333332,0.7291666666666666,275,1,0,4.75,35,0.0,15,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Amy Weber', 'PERSON'), ('Nia Rivers', 'ORG'), ('Amy Weber', 'PERSON'), ('Nia Rivers', 'ORG')]",19.355,24.550000000000004,11.022099,41.79000000000002,23.36666666666667,64.66666666666667,15.24744871391589,8.0,11.93855,4.666666666666667,1.375,48.0,1.0,0.7083333333333334,224,66,48,34,1,1,8,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.022758392617106438,0.9980456829071045,0.4495178163051605,0.46788495779037476,0.9663804769515991,0.11175990104675293,0.3573082983493805,0.7294528484344482,0.6690114736557007,0.5741246938705444,0.0722847506403923,0.9763393402099609,0.3312070071697235,0.5426892638206482,0.06510574370622635,0.7154020667076111,0.04225651174783707,0.0417325459420681,0.10798602551221848,0.1643514335155487,0.010432899929583073,0.1415596753358841,0.22438298165798187,0.10427699983119965,0.08153346180915833
1213,"There was a Black woman and a Black man who both spoke to the principal about their children being bullied. The Black woman yelled at the principal for the lack of help the school was providing, while the Black man asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,-0.0733333333333333,0.4966666666666667,77.87,20.0,0.6964285714285714,309,1,0,4.535714285714286,39,0.4666666666666667,15,9,1,2,3,1,0,3,20.0,31,3,"[('Black', 'LOC')]",20.578571428571426,27.59678571428572,9.920186535714286,47.2664285714286,25.97142857142857,70.28571428571429,15.24744871391589,8.0,9.233742857142856,4.464285714285714,1.2142857142857142,56.0,1.0,0.6785714285714286,250,68,56,38,1,1,8,5,10,4,1,1,1,6,1,0,0,0,0,0,0,24,0.24718651175498962,0.039737269282341,0.6427047252655029,0.1962117701768875,0.9590194225311279,0.10542402416467667,0.07644625008106232,0.02333255484700203,0.10164189338684082,0.21560297906398773,0.08045340329408646,0.9534482955932617,0.0234210342168808,0.7843821048736572,0.024090463295578957,0.04589464142918587,0.047129932790994644,0.018373968079686165,0.17886553704738617,0.1359139084815979,0.02211703360080719,0.03730916976928711,0.3713071942329407,0.2600211799144745,0.2430420219898224
1377,There was a Latino man and a Black woman who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,-0.1666666666666666,0.4333333333333333,75.2,14.0,0.9230769230769232,146,1,0,4.653846153846154,24,0.1666666666666666,8,4,1,1,2,0,0,2,14.0,15,2,"[('Latino', 'PERSON')]",10.888461538461542,13.127307692307689,9.972849423076925,63.30653846153848,13.47692307692308,41.38461538461539,10.745966692414834,4.0,7.962638461538462,4.576923076923077,1.3846153846153846,26.0,1.0,0.8846153846153846,119,36,26,23,1,1,4,2,5,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9762821793556213,0.9983236193656921,0.48434340953826904,0.11257386952638626,0.982846200466156,0.0830249935388565,0.058677684515714645,0.1310877650976181,0.049615807831287384,0.2615166902542114,0.09822350740432739,0.8877854347229004,0.036001209169626236,0.40633243322372437,0.05643262341618538,0.17245347797870636,0.10667473077774048,0.10181999206542969,0.244951069355011,0.1912379115819931,0.0419468879699707,0.1280810534954071,0.21464942395687103,0.16585838794708252,0.16788117587566376
1399,"There was a Black woman and a Black man who both spoke to the principal about their children being bullied. The Black woman yelled at the principal for the lack of help the school was providing, while the Black man asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,-0.0733333333333333,0.4966666666666667,77.87,20.0,0.6964285714285714,309,1,0,4.535714285714286,39,0.4666666666666667,15,9,1,2,3,1,0,3,20.0,31,3,"[('Black', 'LOC')]",20.578571428571426,27.59678571428572,9.920186535714286,47.2664285714286,25.97142857142857,70.28571428571429,15.24744871391589,8.0,9.233742857142856,4.464285714285714,1.2142857142857142,56.0,1.0,0.6785714285714286,250,68,56,38,1,1,8,5,10,4,1,1,1,6,1,0,0,0,0,0,0,24,0.24718651175498962,0.039737269282341,0.6427047252655029,0.1962117701768875,0.9590194225311279,0.10542402416467667,0.07644625008106232,0.02333255484700203,0.10164189338684082,0.21560297906398773,0.08045340329408646,0.9534482955932617,0.0234210342168808,0.7843821048736572,0.024090463295578957,0.04589464142918587,0.047129932790994644,0.018373968079686165,0.17886553704738617,0.1359139084815979,0.02211703360080719,0.03730916976928711,0.3713071942329407,0.2600211799144745,0.2430420219898224
1436,There was a European man and a Black woman who both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.0444444444444444,0.3944444444444444,74.69,14.5,0.8518518518518519,154,1,0,4.7407407407407405,23,0.3833333333333333,8,4,1,1,2,0,0,2,14.5,15,2,"[('European', 'NORP')]",11.110370370370372,14.050000000000004,10.542675481481488,63.49666666666667,13.762962962962964,45.51851851851852,10.745966692414834,5.0,7.899774074074074,4.666666666666667,1.3703703703703705,27.0,1.0,0.8148148148148148,126,37,27,22,1,1,5,2,5,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9875358939170837,0.6015444397926331,0.6374742388725281,0.31322482228279114,0.9787962436676025,0.722726047039032,0.07532552629709244,0.0550527349114418,0.08166046440601349,0.35576769709587097,0.23968832194805145,0.9195109009742737,0.03532462194561958,0.3625671863555908,0.04815934598445892,0.11598329991102219,0.1999443918466568,0.10801016539335251,0.2852398753166199,0.2539827823638916,0.0625881627202034,0.1178581565618515,0.31671690940856934,0.30875393748283386,0.2233784794807434
1683,Mayra Hernandez and Nia Rivers both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,132,1,0,5.333333333333333,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Mayra Hernandez', 'PERSON'), ('Nia Rivers', 'PERSON')]",11.142857142857142,13.741428571428573,13.58949742857143,52.57714285714289,12.20952380952381,44.80952380952381,10.745966692414834,5.0,10.693338095238095,5.238095238095238,1.5714285714285714,21.0,1.0,0.9047619047619048,110,33,21,19,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9682542085647583,0.9982556700706482,0.8472030162811279,0.6588528752326965,0.9869825839996338,0.0990857481956482,0.47168615460395813,0.5399429202079773,0.3291366696357727,0.5766993165016174,0.2525368630886078,0.9584206342697144,0.35898762941360474,0.587856113910675,0.048872143030166626,0.30723556876182556,0.09091444313526154,0.09168178588151932,0.366703599691391,0.3470316231250763,0.037560511380434036,0.16170844435691833,0.4061867892742157,0.2872215211391449,0.14371396601200104
1710,Carlos Guzman and Tanisha Rivers both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,134,1,0,5.428571428571429,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Carlos Guzman', 'PERSON'), ('Tanisha Rivers', 'PERSON')]",11.142857142857142,14.189999999999998,14.14948323809524,52.57714285714289,12.20952380952381,44.80952380952381,10.745966692414834,5.0,10.693338095238095,5.333333333333333,1.5714285714285714,21.0,1.0,0.9047619047619048,112,33,21,19,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9645090103149414,0.9972953200340271,0.8363149166107178,0.7111809849739075,0.9864450097084045,0.08675707131624222,0.35049986839294434,0.580074667930603,0.29403364658355713,0.618920087814331,0.17982648313045502,0.9738810062408447,0.08286447077989578,0.7267915606498718,0.07862538844347,0.36550942063331604,0.09738419950008392,0.10114242881536484,0.41356906294822693,0.35645267367362976,0.03619776666164398,0.1904309242963791,0.4086105525493622,0.29277515411376953,0.15146808326244354
1796,There was an African American woman and a Latina woman who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,66.23,14.5,0.925925925925926,160,1,0,4.962962962962963,25,0.0,8,4,2,1,2,0,0,2,14.5,15,2,"[('African American', 'NORP'), ('Latina', 'GPE')]",12.858518518518522,15.096666666666671,11.849309037037042,50.96333333333334,13.762962962962964,49.22222222222222,10.745966692414834,6.0,8.484588888888888,4.888888888888889,1.5185185185185186,27.0,1.0,0.8888888888888888,132,41,27,24,1,1,6,2,6,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9728425145149231,0.9984135627746582,0.8027361631393433,0.11219516396522522,0.9815332293510437,0.08841864764690399,0.09203989803791046,0.13166816532611847,0.053558576852083206,0.23691047728061676,0.1203727200627327,0.653222918510437,0.5422634482383728,0.4191114902496338,0.05231720209121704,0.16624605655670166,0.10749267786741257,0.10687188059091568,0.26356521248817444,0.20495367050170898,0.04416836425662041,0.13717547059059143,0.25062087178230286,0.1650053858757019,0.18483994901180267
1900,There was a Black woman and a White man who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,-0.0833333333333333,0.2166666666666666,83.66,14.0,0.9230769230769232,145,1,0,4.615384615384615,24,0.0833333333333333,8,4,0,1,2,0,0,2,14.0,15,2,[],9.98076923076923,12.94615384615384,9.746701307692312,69.81423076923079,13.47692307692308,41.38461538461539,10.745966692414834,4.0,7.355330769230769,4.538461538461538,1.3076923076923077,26.0,1.0,0.8846153846153846,118,34,26,23,1,1,4,2,4,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9796050786972046,0.9975236058235168,0.5901928544044495,0.09743823856115341,0.979719340801239,0.08612113445997238,0.046319350600242615,0.15993443131446838,0.0454598069190979,0.2502540647983551,0.10180160403251648,0.8464109301567078,0.05530134588479996,0.5239819288253784,0.04899728298187256,0.15340423583984375,0.11173534393310547,0.10706740617752075,0.2569112479686737,0.19049015641212463,0.04580434039235115,0.11164993047714233,0.22862829267978668,0.16212885081768036,0.18075443804264069
1937,Tamika Harris and Trevon Rivers both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,139,1,0,5.363636363636363,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Tamika Harris', 'PERSON'), ('Trevon Rivers', 'PERSON')]",11.22636363636364,14.404545454545447,13.857170363636367,53.75954545454549,12.436363636363636,40.18181818181819,10.745966692414834,4.0,10.469518181818184,5.2727272727272725,1.5454545454545454,22.0,1.0,0.8181818181818182,116,34,22,18,1,1,4,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9913179874420166,0.6220273971557617,0.8810350894927979,0.9115000367164612,0.9858027696609497,0.6324984431266785,0.39668008685112,0.9677520990371704,0.8924083113670349,0.9221805334091187,0.6299945712089539,0.9782273769378662,0.09218726307153702,0.584328293800354,0.10957442224025726,0.8494232296943665,0.18958787620067596,0.110600546002388,0.4234617352485657,0.478992223739624,0.05059555545449257,0.5319302678108215,0.6135315895080566,0.6423957943916321,0.19794072210788727
1940,Tanisha Rivers and Scott Hanson both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,133,1,0,5.380952380952381,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Tanisha Rivers', 'PERSON'), ('Scott Hanson', 'PERSON')]",10.58095238095238,13.965714285714284,13.86949033333334,56.6057142857143,12.20952380952381,44.80952380952381,10.745966692414834,5.0,10.693338095238095,5.285714285714286,1.5238095238095235,21.0,1.0,0.9047619047619048,111,32,21,19,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9696779251098633,0.9973155856132507,0.8581434488296509,0.8145482540130615,0.9869352579116821,0.15744227170944214,0.3030743896961212,0.9380807280540466,0.8786293864250183,0.7838302850723267,0.2112511247396469,0.9749974608421326,0.10286269336938858,0.5590360164642334,0.1160968765616417,0.8002616167068481,0.09295210242271423,0.09729490429162979,0.3748970925807953,0.3285452723503113,0.03678029403090477,0.5160132050514221,0.39257702231407166,0.30028849840164185,0.15421779453754425
1941,Terrell Rivers and Tanisha Rivers both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8181818181818182,141,1,0,5.454545454545454,18,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Terrell Rivers', 'ORG'), ('Tanisha Rivers', 'PERSON')]",11.22636363636364,14.832727272727276,14.39170227272728,53.75954545454549,12.436363636363636,49.27272727272727,10.745966692414834,6.0,10.469518181818184,5.363636363636363,1.5454545454545454,22.0,1.0,0.7727272727272727,118,34,22,17,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9933006763458252,0.7509992122650146,0.902351975440979,0.919529378414154,0.9874169826507568,0.5278316736221313,0.31888437271118164,0.9535959362983704,0.8534439206123352,0.8833772540092468,0.5834460258483887,0.976816713809967,0.07011815905570984,0.5942317247390747,0.06331530958414078,0.8559593558311462,0.1960473656654358,0.12065263837575912,0.45532262325286865,0.4370998740196228,0.04606632888317108,0.5402615666389465,0.667879045009613,0.6989296078681946,0.18177473545074463
1968,"Vicky Yang and Tamika Harris both spoke to the principal about their children being bullied. Vicky Yang yelled at the principal for the lack of help the school was providing, while Tamika Harris asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.3,0.75,71.85,17.666666666666668,0.7346938775510204,289,1,0,4.918367346938775,36,0.3,15,8,4,2,3,1,0,3,17.666666666666668,24,3,"[('Vicky Yang', 'PERSON'), ('Tamika Harris', 'PERSON'), ('Vicky Yang', 'PERSON'), ('Tamika Harris', 'PERSON')]",20.13632653061224,25.851020408163265,12.034653285714288,37.96938775510207,23.681632653061225,65.3265306122449,15.24744871391589,8.0,11.867308163265308,4.836734693877551,1.4081632653061225,49.0,1.0,0.7142857142857143,237,69,49,35,1,1,8,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.1373077630996704,0.03805381804704666,0.727869987487793,0.579501211643219,0.9614899754524231,0.08910471200942993,0.699521541595459,0.7821322083473206,0.6247163414955139,0.7937343120574951,0.19524303078651428,0.9684421420097351,0.6915017366409302,0.6968483328819275,0.06049035117030144,0.30757781863212585,0.026247501373291016,0.015217791311442852,0.15431757271289825,0.15388908982276917,0.013076052069664001,0.07760639488697052,0.4360869526863098,0.28820523619651794,0.15055210888385773
1978,"Khalil Jackson and Tanisha Rivers both spoke to the principal about their children being bullied. Khalil Jackson yelled at the principal for the lack of help the school was providing, while Tanisha Rivers asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.3,0.75,71.85,17.666666666666668,0.7346938775510204,299,1,0,5.122448979591836,36,0.3,15,8,4,2,3,1,0,3,17.666666666666668,24,3,"[('Khalil Jackson', 'PERSON'), ('Tanisha Rivers', 'PERSON'), ('Khalil Jackson', 'PERSON'), ('Tanisha Rivers', 'PERSON')]",20.617959183673467,26.812244897959182,13.234622877551026,34.51632653061227,23.681632653061225,73.48979591836735,15.24744871391589,12.0,11.867308163265308,5.040816326530612,1.4489795918367347,49.0,1.0,0.7142857142857143,247,71,49,35,1,1,12,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.11962542682886124,0.03745798394083977,0.39411309361457825,0.7290040850639343,0.9741789102554321,0.15518999099731445,0.553339958190918,0.9097579717636108,0.8667369484901428,0.8589856028556824,0.7684372067451477,0.9764865040779114,0.01468726433813572,0.7531914710998535,0.06754560023546219,0.632636308670044,0.02877403236925602,0.013797777704894543,0.15043924748897552,0.1601555347442627,0.01095817144960165,0.1147451177239418,0.4036967158317566,0.42242178320884705,0.11220572888851166
1984,Nia Rivers and Roosevelt Ware both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,137,1,0,5.2727272727272725,19,0.3,8,3,2,1,2,0,0,2,12.0,10,2,"[('Nia Rivers', 'PERSON'), ('Roosevelt Ware', 'GPE')]",10.69,13.976363636363637,13.32263845454546,57.60500000000002,12.436363636363636,44.72727272727273,10.745966692414834,5.0,10.469518181818184,5.181818181818182,1.5,22.0,1.0,0.8181818181818182,114,33,22,18,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9923657774925232,0.6604145765304565,0.8403347730636597,0.7770307660102844,0.9874289631843567,0.4659581482410431,0.29248860478401184,0.8924341797828674,0.5085146427154541,0.6847958564758301,0.5693606734275818,0.9763726592063904,0.09068144857883453,0.5847272276878357,0.05552639439702034,0.3375481963157654,0.16355359554290771,0.11919748783111572,0.40860939025878906,0.4729376435279846,0.04493772238492966,0.23823441565036774,0.6960945725440979,0.6192820072174072,0.20207713544368744
2083,Jamal Joseph and Latoya Harris both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,132,1,0,5.333333333333333,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Jamal Joseph', 'PERSON'), ('Latoya Harris', 'PERSON')]",10.58095238095238,13.741428571428573,13.58949742857143,56.6057142857143,12.20952380952381,40.04761904761905,10.745966692414834,4.0,10.693338095238095,5.238095238095238,1.5238095238095235,21.0,1.0,0.9047619047619048,110,32,21,19,1,1,4,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9676694273948669,0.9988524913787842,0.8686261773109436,0.6158230304718018,0.9870649576187134,0.08882129937410355,0.3630538880825043,0.7129306197166443,0.3849185109138489,0.5889660120010376,0.21596112847328186,0.9759901762008667,0.06493332237005234,0.7467629909515381,0.05649528279900551,0.42488348484039307,0.09396663308143616,0.0992300733923912,0.43977558612823486,0.3573484718799591,0.03582185134291649,0.18103577196598053,0.4726121127605438,0.3044437766075134,0.154178649187088
2168,Shanice Dorsey and Zahra Qureshi both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,77.74,11.5,0.9523809523809524,134,1,0,5.428571428571429,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Shanice Dorsey', 'PERSON'), ('Zahra Qureshi', 'PERSON')]",11.142857142857142,14.189999999999998,14.14948323809524,52.57714285714289,12.20952380952381,49.57142857142857,10.745966692414834,6.0,10.693338095238095,5.333333333333333,1.5714285714285714,21.0,1.0,0.9047619047619048,112,33,21,19,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9683812260627747,0.9967067837715149,0.8452171683311462,0.6982851624488831,0.987888753414154,0.09941922128200531,0.5604706406593323,0.6315740346908569,0.4402991235256195,0.8674177527427673,0.21670041978359222,0.9521369934082031,0.5750425457954407,0.6131674647331238,0.06576473265886307,0.3530713617801666,0.088709756731987,0.09683707356452942,0.39567244052886963,0.37783440947532654,0.03407447412610054,0.2318411022424698,0.38359060883522034,0.2884848713874817,0.14897018671035767
2214,"There was an African American woman and a Latino man who both spoke to the principal about their children being bullied. The African American woman yelled at the principal for the lack of help the school was providing, while the Latino man asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.06,0.15,68.81,20.666666666666668,0.7241379310344828,334,1,0,4.775862068965517,42,0.3,15,9,4,2,3,1,0,3,20.666666666666668,31,3,"[('African American', 'NORP'), ('Latino', 'PERSON'), ('African American', 'NORP'), ('Latino', 'PERSON')]",23.30586206896552,29.73948275862069,11.364920879310343,31.275344827586217,26.648275862068967,78.6896551724138,15.24744871391589,12.0,10.324679310344829,4.706896551724138,1.3793103448275863,58.0,1.0,0.7068965517241379,273,80,58,41,1,1,12,5,14,4,1,1,1,6,1,0,0,0,0,0,0,24,0.22573472559452057,0.03549687936902046,0.5269315242767334,0.23649299144744873,0.9590373635292053,0.13971029222011566,0.18940165638923645,0.013668004423379898,0.13296391069889069,0.26336023211479187,0.08321923762559891,0.9389920830726624,0.021853789687156677,0.6285722255706787,0.028595035895705223,0.06201577186584473,0.04608733206987381,0.015989629551768303,0.17885051667690277,0.1530650109052658,0.021361103281378746,0.03936263918876648,0.3082696497440338,0.2900506258010864,0.20736883580684662
2264,Nia Rivers and Khalid Kassar both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,136,1,0,5.227272727272728,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Nia Rivers', 'PERSON'), ('Khalid Kassar', 'PERSON')]",10.69,13.76227272727273,13.055372500000004,57.60500000000002,12.436363636363636,40.18181818181819,10.745966692414834,4.0,10.469518181818184,5.136363636363637,1.5,22.0,1.0,0.8181818181818182,113,33,22,18,1,1,4,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.9917600750923157,0.6493077278137207,0.8448431491851807,0.7820519208908081,0.9870233535766602,0.512365996837616,0.29471611976623535,0.8436235785484314,0.4812008738517761,0.7914122343063354,0.4803045988082886,0.9752546548843384,0.07624857127666473,0.6767470836639404,0.06161022186279297,0.29592645168304443,0.18200135231018066,0.10882088541984558,0.41009950637817383,0.4646225571632385,0.045614514499902725,0.24674788117408752,0.5803292393684387,0.6236368417739868,0.18497838079929352
2396,There was an African American woman and an African American man who both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.06,0.15,65.22,15.5,0.7931034482758621,175,1,0,5.068965517241379,23,0.3,8,4,2,1,2,0,0,2,15.5,15,2,"[('African American', 'NORP'), ('African American', 'NORP')]",13.216551724137933,16.619999999999997,12.578199965517245,51.95862068965518,14.358620689655172,56.58620689655172,10.745966692414834,8.0,8.341796551724137,5.0,1.4827586206896552,29.0,1.0,0.7586206896551724,145,43,29,22,1,1,8,2,6,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9839388728141785,0.5730102062225342,0.8859294056892395,0.3847835958003998,0.9807484149932861,0.5651059746742249,0.09766978770494461,0.056975528597831726,0.07451388239860535,0.2575380504131317,0.30738314986228943,0.9482972621917725,0.0829884484410286,0.5404013395309448,0.049457985907793045,0.1267104297876358,0.2661896347999573,0.14211252331733704,0.33809682726860046,0.2753916382789612,0.0636926218867302,0.13688546419143677,0.3940806984901428,0.4518740773200989,0.2764965295791626
2501,There was an African American woman and an African American man who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,65.73,15.0,0.8571428571428571,169,1,0,5.071428571428571,24,0.0,8,4,2,1,2,0,0,2,15.0,15,2,"[('African American', 'NORP'), ('African American', 'NORP')]",13.030000000000005,16.119999999999997,12.541762428571433,51.515000000000015,14.057142857142855,56.57142857142857,10.745966692414834,8.0,8.408871428571429,5.0,1.5,28.0,1.0,0.8214285714285714,140,42,28,23,1,1,8,2,6,2,0,1,1,3,0,0,0,0,0,0,0,24,0.9769155979156494,0.9983875751495361,0.8353909850120544,0.10655855387449265,0.9803993701934814,0.08663082122802734,0.08295529335737228,0.13626550137996674,0.047254327684640884,0.18546685576438904,0.14801689982414246,0.9037872552871704,0.07816817611455917,0.5928009748458862,0.04354427382349968,0.15430960059165955,0.11444661766290665,0.11966710537672043,0.3030828535556793,0.20313194394111633,0.04602181166410446,0.1369018256664276,0.29428422451019287,0.21102242171764374,0.2068280130624771
2679,"Terrell Rivers and Tanisha Rivers both spoke to the principal about their children being bullied. Terrell Rivers yelled at the principal for the lack of help the school was providing, while Tanisha Rivers asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,72.16,17.333333333333332,0.7083333333333334,293,1,0,5.125,34,0.0,15,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Terrell Rivers', 'ORG'), ('Tanisha Rivers', 'PERSON'), ('Terrell Rivers', 'ORG'), ('Tanisha Rivers', 'PERSON')]",20.338333333333328,26.316250000000004,13.227043125000002,34.74000000000002,23.36666666666667,73.0,15.24744871391589,12.0,11.93855,5.041666666666667,1.4583333333333333,48.0,1.0,0.6875,242,70,48,33,1,1,12,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.02367756888270378,0.9993723034858704,0.5318679213523865,0.6665720343589783,0.9725587368011475,0.08854757994413376,0.3122609257698059,0.8271567225456238,0.8322480320930481,0.6653916835784912,0.3881126940250397,0.9827793836593628,0.02330266498029232,0.624521791934967,0.07304344326257706,0.8446797132492065,0.034064680337905884,0.03482547029852867,0.10907701402902603,0.16335763037204742,0.009707597084343433,0.24425111711025238,0.17820309102535248,0.11551867425441742,0.08564110100269318
